term_uuid	lbl	KEEP	gtc_ids	n_sources	n_distinct_src_lbls	distinct_src_lbls	exact_synonyms	definition	classification	sources	REVIEW_ACTION	SPLIT_INTO_LABELS	NOTES
GSD:225a830f-cc4a-42c0-8d60-ffca23cf7ac0	O-mannosyl glycan / yeast	TRUE	G25559RS; G63072CF	4	3	O-Mannosyl Glycan / Yeast; O-mannosyl glycan / yeast; O-Mannosyl Glycan-Yeast				SRC:GLYCOEPITOPE|O-Mannosyl Glycan / Yeast; SRC:PUBDICTIONARIES-GLYCAN-IMAGE|O-mannosyl glycan / yeast; SRC:PUBDICT_GLYCAN_MOTIF|O-Mannosyl Glycan / Yeast; SRC:PUBDICT_GLYCAN_MOTIF|O-Mannosyl Glycan-Yeast			
GSD:a9cdd507-5984-5398-a41a-79a9dc01deb4	O-xylose-linked glycosaminoglycan	TRUE		1	1	O-xylose-linked glycosaminoglycan	O-xylose-linked GAG chains		Others	SRC:EOG_VARKI_4E|O-xylose-linked glycosaminoglycan			
GSD:9aef0d44-859b-4dec-b5a9-120168bf81d7	Oleandrose	TRUE		1	1	Oleandrose				SRC:PUBDICT_GLYCONAVI_NAME|Oleandrose			
GSD:8d7f339e-041d-5fb1-a248-0b53939bc648	oligogalacturonides	TRUE		1	1	oligogalacturonides			Polysaccharide	SRC:EOG_VARKI_4E|oligogalacturonides			
GSD:4128c067-002f-552f-80b1-b1ba152cce73	oligoglucosides	TRUE		1	1	oligoglucosides			Polysaccharide	SRC:EOG_VARKI_4E|oligoglucosides			
GSD:17d4b1f6-7f34-5221-9454-43f9e00c5f98	oligomannose	TRUE		1	1	oligomannose	oligomannosyl structure; mannose chain		Named Structural Motif	SRC:EOG_VARKI_4E|oligomannose			
GSD:8fbb3cd6-990c-57ec-bf3c-e6826c0b93ec	Outer arm fucose	TRUE		1	1	Outer arm fucose	Fucα1-3GlcNAc		N-Glycan Type	SRC:EOG_VARKI_4E|Outer arm fucose			
GSD:cf106ff8-f5cf-494a-a7bd-47029cde0d2b	P antigen	TRUE	G00061MO	11	5	Globoside; Globoside (P antigen) (Gb4); Globoside(P antigen)  (Gb4); P antigen; P-Antigen	GLOB P antigen; P antigen) (Gb4; P antigen; Gb4; Cytolipin K; Globoside I; Globotetraosylceramide	An amino tetrasaccharide consisting of 2-acetamido-2-deoxy-β-D-galactopyranosyl, α-D-galactopyranosyl, β-D-galactopyranosyl, and β-D-glucopyranose units joined together in sequence by (1→3), (1→4), and (1→4) glycosidic linkages, respectively.[CHEBI:145578]	P1PK Blood Group System	SRC:CUMMINGS|Globoside; SRC:EOG_VARKI_4E|P antigen; SRC:GLYCOMOTIF_CCRC|P antigen; SRC:GLYCOMOTIF_GDV|Globoside(P antigen)  (Gb4); SRC:GLYCOMOTIF_GGM|Globoside; SRC:GSD_GLYGEN_V0|P antigen; SRC:PUBDICT_GLYCAN_MOTIF|Globoside (P antigen) (Gb4); SRC:PUBDICT_GLYCAN_MOTIF|Globoside(P antigen)  (Gb4); SRC:PUBDICT_GLYCAN_MOTIF|P antigen; SRC:PUBDICT_GLYCAN_MOTIF|P-Antigen; SRC:PUBDICT_MOTIF_GTC|P-Antigen			
GSD:24ed65cb-f624-5126-8f05-af4d87063b0f	P blood group antigens	TRUE		1	1	P blood group antigens	P-blood group		Named Functional Motif	SRC:EOG_VARKI_4E|P blood group antigens			
GSD:d64e0922-936d-54e7-9182-bf7f2ccdba85	P1 antigen	TRUE	G12460DL; G55205ZV; G00060MO; G00076PK	14	4	P1 Antigen; P1 antigen; P1 penta; P1-Antigen	P1 determinant	An amino pentasaccharide consisting of α-D-galactose, β-D-galactose N-acetyl-α-D-glucosamine, β-D-galactose, and β-D-glucose residues joined in sequence with ((1→4)-, (1→4)-, (1→3)- and (1→4)-linkages, respectively.[CHEBI:68484]	Named Functional Motif	SRC:CUMMINGS|P1 antigen; SRC:EOG_VARKI_4E|P1 antigen; SRC:GLYCOEPITOPE|P1 Antigen; SRC:GLYCOMOTIF_CCRC|P1 antigen; SRC:GLYCOMOTIF_GDV|P1 antigen; SRC:GLYCOMOTIF_GGM|P1 antigen; SRC:GSD_GLYGEN_V0|P1 antigen; SRC:PUBDICTIONARIES-GLYCAN-IMAGE|P1 antigen; SRC:PUBDICT_GLYCAN_MOTIF|P1 antigen; SRC:PUBDICT_GLYCAN_MOTIF|P1-Antigen; SRC:PUBDICT_GLYCONAVI_ABBREV|P1 penta; SRC:PUBDICT_GLYCONAVI_NAME|P1 penta; SRC:PUBDICT_GLYCOSMOS|P1 Antigen; SRC:PUBDICT_MOTIF_GTC|P1-Antigen			
GSD:01e1118f-c2f5-4f62-b4ce-c9acc7dcba7c	P1 tetra	TRUE		2	1	P1 tetra				SRC:PUBDICT_GLYCONAVI_ABBREV|P1 tetra; SRC:PUBDICT_GLYCONAVI_NAME|P1 tetra			
GSD:c3de80b8-fd8b-45f1-9dd5-7013ed57d7d2	P1 tri	TRUE		2	1	P1 tri				SRC:PUBDICT_GLYCONAVI_ABBREV|P1 tri; SRC:PUBDICT_GLYCONAVI_NAME|P1 tri			
GSD:3dea9dc3-48cc-4ee9-87d0-8ecd5cd1d464	panose	TRUE	G44612JM	3	2	Panose; panose				SRC:PUBDICTIONARIES-GLYCAN-IMAGE|panose; SRC:PUBDICT_GLYCONAVI_NAME|Panose; SRC:PUBDICT_GLYCOSMOS|panose			
GSD:5cb29215-6edb-456a-a92c-2aed67ead976	Para-Forssman glycolipid	TRUE	G51699SI; G98848EU	6	2	Para-Forssman glycolipid; para-Forssman glycolipid		GalNAcβ1→3GalNAcβ1→3Galα1→4Galβ1→4Glcβ1→1Cer [https://doi.org/10.1016/S0040-4039(01)93814-6]	GlycoMotif GGM motif	SRC:CUMMINGS|para-Forssman glycolipid; SRC:GLYCOMOTIF_CCRC|para-Forssman glycolipid; SRC:GLYCOMOTIF_GDV|para-Forssman glycolipid; SRC:GLYCOMOTIF_GGM|para-Forssman glycolipid; SRC:GSD_GLYGEN_V0|Para-Forssman glycolipid; SRC:PUBDICT_GLYCAN_MOTIF|para-Forssman glycolipid			
GSD:196b3f22-cd8a-4073-b5eb-667d615db2b4	Para-Lacto-N-neohexaose	TRUE		1	1	Para-Lacto-N-neohexaose			Core structures (Type 2)	SRC:BIOOLIGO|Para-Lacto-N-neohexaose			
GSD:eb2cc2a3-09f1-4c42-b7dd-d33349ea3dea	paragloboside	TRUE	G58896AZ; G40585SO; G48059CD	9	2	Paragloboside; paragloboside		α-Neup5Ac-(2→3)-β-D-Galp-(1→3)-D-GalpNAc in which the configuration at the GalNAc anomeric carbon is α.[CHEBI:65257]	GlycoMotif GGM motif	SRC:CUMMINGS|Paragloboside; SRC:GLYCOEPITOPE|Paragloboside; SRC:GLYCOMOTIF_CCRC|Paragloboside; SRC:GLYCOMOTIF_GDV|Paragloboside; SRC:GLYCOMOTIF_GGM|Paragloboside; SRC:GSD_GLYGEN_V0|paragloboside; SRC:PUBDICTIONARIES-GLYCAN-IMAGE|paragloboside; SRC:PUBDICT_GLYCAN_MOTIF|Paragloboside; SRC:PUBDICT_GLYCOSMOS|Paragloboside			
GSD:85248794-7c3c-4703-9808-bfd5c2c258b6	Paratose	TRUE		1	1	Paratose				SRC:PUBDICT_GLYCONAVI_NAME|Paratose			
GSD:146aba34-600b-5250-8eaa-78b19e76b286	paucimannose N-glycan	TRUE		2	1	paucimannose N-glycan	paucimannosidic N-glycan; paucimannose glycan; Man2-3GlcNAc2; paucimannose-type glycan; paucimannosidic glycan; paucimannose	Any N-linked glycan derivative with composition Man1-4Fuc0-1 GlcNAc2, in which the chitobiose core (GlcNAc2) is intact. Found in relatively large amounts in invertebrates and plants, they are formed by removal of the non-reducing terminal GlcNAc (\added by GlcNAcT1) from GlcNAcMan3-5GlcNAc2 by a Golgi hexosaminidase and subsequent removal of Man residues by Golgi mannosidases. Pauscimannose gly...	N-Linked Type	SRC:EOG_VARKI_4E|paucimannose N-glycan; SRC:GSD_GLYGEN_V0|paucimannose N-glycan			
GSD:995a508c-70c2-50eb-b141-863139196fe1	pectin	TRUE		1	1	pectin			Polysaccharide	SRC:EOG_VARKI_4E|pectin			
GSD:3ecf4bd1-fe95-442e-9fd6-a4c961e9a75e	Peptidoglycan	TRUE	G00023MO	2	1	Peptidoglycan				SRC:PUBDICT_GLYCAN_MOTIF|Peptidoglycan; SRC:PUBDICT_MOTIF_GTC|Peptidoglycan			
GSD:644977b8-6b32-4bd4-a098-be0c0177c3ee	Perosamine	TRUE		1	1	Perosamine				SRC:PUBDICT_GLYCONAVI_NAME|Perosamine			
GSD:d51dc931-a3ca-5b24-a263-ae807bf9cb6e	phosphomannan	TRUE		1	1	phosphomannan			Polysaccharide	SRC:EOG_VARKI_4E|phosphomannan			
GSD:f2f7171a-ce36-5d80-b7f6-0ae02cc92d57	phosphopeptidomannan	TRUE		1	1	phosphopeptidomannan			Polysaccharide	SRC:EOG_VARKI_4E|phosphopeptidomannan			
GSD:94c78688-31d6-41ea-b885-c811f945864d	Pk antigen	TRUE	G00059MO; G06000DZ	11	4	Pk; Pk Antigen; Pk antigen; Pk-Antigen	Galα1-4Galβ1-4Glc		P1PK Blood Group System	SRC:EOG_VARKI_4E|Pk antigen; SRC:GLYCOEPITOPE|Pk Antigen; SRC:GLYCOMOTIF_CCRC|Pk antigen; SRC:GSD_GLYGEN_V0|Pk antigen; SRC:PUBDICTIONARIES-GLYCAN-IMAGE|Pk antigen; SRC:PUBDICT_GLYCAN_MOTIF|Pk antigen; SRC:PUBDICT_GLYCAN_MOTIF|Pk-Antigen; SRC:PUBDICT_GLYCONAVI_ABBREV|Pk; SRC:PUBDICT_GLYCONAVI_NAME|Pk; SRC:PUBDICT_GLYCOSMOS|Pk Antigen; SRC:PUBDICT_MOTIF_GTC|Pk-Antigen			
GSD:7b9f2698-900f-47c6-8064-ce87502d2dca	Pneumosamine	TRUE		1	1	Pneumosamine				SRC:PUBDICT_GLYCONAVI_NAME|Pneumosamine			
GSD:3d662cb0-4335-4119-a2af-521d03812d11	Poly-KDN	TRUE		1	1	Poly-KDN				SRC:GLYCOEPITOPE|Poly-KDN			
GSD:a9009522-45f5-4fc5-ad82-df5e8c11148d	poly-KDN	TRUE	G42911NE	3	2	Poly-KDN; poly-KDN				SRC:PUBDICTIONARIES-GLYCAN-IMAGE|poly-KDN; SRC:PUBDICT_GLYCAN_MOTIF|Poly-KDN; SRC:PUBDICT_GLYCOSMOS|Poly-KDN			
GSD:3414ff02-7a95-507c-b1c0-efdc59904ea2	poly-lacto-N-biose	TRUE		1	1	poly-lacto-N-biose			Polysaccharide Repeating Unit	SRC:EOG_VARKI_4E|poly-lacto-N-biose			
GSD:2cd03630-ad1c-52c7-b888-7c495783fe10	poly-N-acetylglucosamine	TRUE		1	1	poly-N-acetylglucosamine	PNAG		Polysaccharide	SRC:EOG_VARKI_4E|poly-N-acetylglucosamine			
GSD:6b4d591f-cc04-56e8-a565-f8198ae070e4	poly-N-acetyllactosamine	TRUE	G00058MO	3	2	poly-N-acetyllactosamine; Polylactosamine	poly-LacNAc; poly-LN; poly-N-acetyllactosamine sequences; Galβ1-4GlcNAcβ1-3 repeats		Named Functional Motif	SRC:EOG_VARKI_4E|poly-N-acetyllactosamine; SRC:PUBDICT_GLYCAN_MOTIF|Polylactosamine; SRC:PUBDICT_MOTIF_GTC|Polylactosamine			
GSD:3ba55485-7aec-45b4-acc6-0cde9f25ffb0	poly-N-acetylneuraminic acid	TRUE	G80631ZD	4	2	Poly-N-Acetylneuraminic Acid; poly-N-acetylneuraminic acid				SRC:GLYCOEPITOPE|Poly-N-Acetylneuraminic Acid; SRC:PUBDICTIONARIES-GLYCAN-IMAGE|poly-N-acetylneuraminic acid; SRC:PUBDICT_GLYCAN_MOTIF|Poly-N-Acetylneuraminic Acid; SRC:PUBDICT_GLYCOSMOS|Poly-N-Acetylneuraminic Acid			
GSD:1a223014-1b0b-4155-821c-f9f69aa8b422	poly-N-glycolylneuraminic acid	TRUE	G95717TY	4	2	Poly-N-Glycolylneuraminic Acid; poly-N-glycolylneuraminic acid				SRC:GLYCOEPITOPE|Poly-N-Glycolylneuraminic Acid; SRC:PUBDICTIONARIES-GLYCAN-IMAGE|poly-N-glycolylneuraminic acid; SRC:PUBDICT_GLYCAN_MOTIF|Poly-N-Glycolylneuraminic Acid; SRC:PUBDICT_GLYCOSMOS|Poly-N-Glycolylneuraminic Acid			
GSD:197964ba-03d7-5f0a-ae09-b7a7e1fd478c	polyfucose branch	TRUE		1	1	polyfucose branch			Named Functional Motif	SRC:EOG_VARKI_4E|polyfucose branch			
GSD:32f8e4bf-4bce-5880-822c-2bbe9e194237	polyglycosylceramide	TRUE		1	1	polyglycosylceramide			Glycolipid	SRC:EOG_VARKI_4E|polyglycosylceramide			
GSD:99e7e9ac-4324-5ba3-bc57-1c68b48aba2a	polymannose	TRUE		1	1	polymannose	poly(Manα1-6); poly(Manα1-6)n backbone		Polysaccharide Repeating Unit	SRC:EOG_VARKI_4E|polymannose			
GSD:b3b96d8e-5d7b-5cd5-adce-1c284a2a8086	polymannosyl N-glycan	TRUE		1	1	polymannosyl N-glycan			N-Linked Type	SRC:EOG_VARKI_4E|polymannosyl N-glycan			
GSD:68aeaab4-aaf3-5255-adab-08c0a0d5453d	polysaccharide A	TRUE		1	1	polysaccharide A			Polysaccharide	SRC:EOG_VARKI_4E|polysaccharide A			
GSD:bbaf1170-1d3f-55a0-946d-268cf8f7fa4d	polysialic acid	TRUE	G00065MO; G77612ZC	5	2	Polysialic acid; polysialic acid	polySia; PSA		Polysaccharide	SRC:CUMMINGS|Polysialic acid; SRC:EOG_VARKI_4E|polysialic acid; SRC:GLYCOMOTIF_GGM|Polysialic acid; SRC:GSD_GLYGEN_V0|polysialic acid; SRC:PUBDICT_GLYCAN_MOTIF|Polysialic acid			
GSD:630edab2-70df-4281-9437-1890f9de9636	primeverose	TRUE	G82276DL	3	2	Primeverose; primeverose				SRC:PUBDICTIONARIES-GLYCAN-IMAGE|primeverose; SRC:PUBDICT_GLYCONAVI_NAME|Primeverose; SRC:PUBDICT_GLYCOSMOS|primeverose			
GSD:78ce0d7e-50a2-5e7b-aba2-98aa9bb1ef3d	pseudomurein	TRUE		1	1	pseudomurein	pseudopeptidoglycan		Polysaccharide	SRC:EOG_VARKI_4E|pseudomurein			
GSD:78cca6a4-5e3d-41c8-839d-87844511b1ec	Psicose	TRUE		1	1	Psicose				SRC:PUBDICT_GLYCONAVI_NAME|Psicose			
GSD:768c49b4-c1f5-45c0-9fab-d5e481e801d9	Purpurosamine C	TRUE		1	1	Purpurosamine C				SRC:PUBDICT_GLYCONAVI_NAME|Purpurosamine C			
GSD:ef1133aa-4dac-4ab7-88f0-81f1ef0518d7	Quinovosamine	TRUE		1	1	Quinovosamine				SRC:PUBDICT_GLYCONAVI_NAME|Quinovosamine			
GSD:d1d51502-8ae2-4742-949f-a020f870250a	Quinovose	TRUE		1	1	Quinovose				SRC:PUBDICT_GLYCONAVI_NAME|Quinovose			
GSD:e3ef0583-e447-564b-8ece-c17fb722d0c7	R-linked α-N-acetylglucosamine	TRUE		1	1	R-linked α-N-acetylglucosamine	arginine-linked α-GlcNAc		Others	SRC:EOG_VARKI_4E|R-linked α-N-acetylglucosamine			
GSD:311d11b4-4abe-5b2e-942a-596c17524017	raffinose	TRUE		4	4	Nigerose; Planteose; Raffinose; raffinose			Polysaccharide	SRC:EOG_VARKI_4E|raffinose; SRC:PUBDICT_GLYCONAVI_NAME|Nigerose; SRC:PUBDICT_GLYCONAVI_NAME|Planteose; SRC:PUBDICT_GLYCONAVI_NAME|Raffinose			
GSD:3cdfb79a-6c27-4dc8-9749-3b3d9fb7060f	Rhamnitol	TRUE		1	1	Rhamnitol				SRC:PUBDICT_GLYCONAVI_NAME|Rhamnitol			
GSD:ff4ec627-d237-5bcb-a389-251ba334d130	rhamnogalacturonan	TRUE		1	1	rhamnogalacturonan			Polysaccharide	SRC:EOG_VARKI_4E|rhamnogalacturonan			
GSD:7fc01df9-8288-52ae-934e-2e65dfab5a1d	Rhamnogalacturonan-I	TRUE		1	1	Rhamnogalacturonan-I	RG-I		Polysaccharide	SRC:EOG_VARKI_4E|Rhamnogalacturonan-I			
GSD:32bec96f-bd7c-5876-85ff-5a7ef6c01be7	Rhamnogalacturonan-II	TRUE		1	1	Rhamnogalacturonan-II	RG-II		Polysaccharide	SRC:EOG_VARKI_4E|Rhamnogalacturonan-II			
GSD:97e3ae1b-7f96-5148-8f6f-02eea317eef6	rhamnomannan	TRUE		1	1	rhamnomannan			Polysaccharide	SRC:EOG_VARKI_4E|rhamnomannan			
GSD:83147174-46e5-4322-969c-b83248290682	Rhamnosamine	TRUE		1	1	Rhamnosamine				SRC:PUBDICT_GLYCONAVI_NAME|Rhamnosamine			
GSD:95106596-e197-4332-82ec-3f9e6abfa944	Rhamnose	TRUE		1	1	Rhamnose				SRC:PUBDICT_GLYCONAVI_NAME|Rhamnose			
GSD:cffe0795-a801-4cbc-a64b-ddf25210f12a	Rhodinose	TRUE		1	1	Rhodinose				SRC:PUBDICT_GLYCONAVI_NAME|Rhodinose			
GSD:581d589f-1cff-4a74-897b-b5676648418b	Rhodosamine	TRUE		1	1	Rhodosamine				SRC:PUBDICT_GLYCONAVI_NAME|Rhodosamine			
GSD:ea48d1b4-1236-4354-8a15-07eeef3ef300	Ribose	TRUE		1	1	Ribose				SRC:PUBDICT_GLYCONAVI_NAME|Ribose			
GSD:efd1837f-5544-4594-b0aa-8ca3e92473d3	Ribulose	TRUE		1	1	Ribulose				SRC:PUBDICT_GLYCONAVI_NAME|Ribulose			
GSD:20f8cecb-eca0-4636-8263-f286a02e69cc	rutinose	TRUE	G68857PG	3	2	Rutinose; rutinose				SRC:PUBDICTIONARIES-GLYCAN-IMAGE|rutinose; SRC:PUBDICT_GLYCONAVI_NAME|Rutinose; SRC:PUBDICT_GLYCOSMOS|rutinose			
GSD:7dfddd82-e3ae-57a6-a604-155faf7ca2a8	S-linked glucose	TRUE		1	1	S-linked glucose	S-linked Glcp		Others	SRC:EOG_VARKI_4E|S-linked glucose			
GSD:6665fe0e-6633-4e77-a508-85e908534d5f	Sai2-3Gal	TRUE	G77824XV; G30207PZ	1	1	Sai2-3Gal				SRC:SUGARBIND|Sai2-3Gal			
GSD:7d9f45c3-795f-43e9-9ef8-3da26d4d9236	Sarmentose	TRUE		1	1	Sarmentose				SRC:PUBDICT_GLYCONAVI_NAME|Sarmentose			
GSD:cadabd03-d656-4bab-b508-2e1074b53d1a	SD1a	TRUE	G63813EJ	4	1	SD1a				SRC:GLYCOEPITOPE|SD1a; SRC:PUBDICTIONARIES-GLYCAN-IMAGE|SD1a; SRC:PUBDICT_GLYCAN_MOTIF|SD1a; SRC:PUBDICT_GLYCOSMOS|SD1a			
GSD:9bca4dac-0b6f-50fb-9ef6-a9ac73ee810f	Sda antigen	TRUE	G41052GC; G00062MO	11	4	CT/Sda; SDA; Sda antigen; Sda/CT antigen	Sd(A); Sd^a/CT antigen	A branched amino tetrasaccharide comprised of a trisaccharide chain of N-acetyl-α-neuraminic acid, β-D-galactose and N-acetyl-β-D-glucosamine residues linked sequentially (2→3) and (1→4), to the galactose residue of which is also linked (1→4) an N-acetyl-β-L-galactosamine residue. [CHEBI:71561]	Named Functional Motif	SRC:CUMMINGS|Sda/CT antigen; SRC:EOG_VARKI_4E|Sda antigen; SRC:GLYCOMOTIF_CCRC|Sda/CT antigen; SRC:GLYCOMOTIF_GDV|Sda/CT antigen; SRC:GLYCOMOTIF_GGM|Sda/CT antigen; SRC:GSD_GLYGEN_V0|Sda antigen; SRC:PUBDICT_GLYCAN_MOTIF|SDA; SRC:PUBDICT_GLYCAN_MOTIF|Sda/CT antigen; SRC:PUBDICT_GLYCONAVI_ABBREV|CT/Sda; SRC:PUBDICT_GLYCONAVI_NAME|CT/Sda; SRC:PUBDICT_MOTIF_GTC|SDA			
GSD:b1abc544-7bc2-4a4f-9faa-20903082a488	Sedoheptulosan	TRUE		1	1	Sedoheptulosan				SRC:PUBDICT_GLYCONAVI_NAME|Sedoheptulosan			
GSD:4ab1088f-978b-4722-a928-4dad8f50b6eb	Sedoheptulose	TRUE		1	1	Sedoheptulose				SRC:PUBDICT_GLYCONAVI_NAME|Sedoheptulose			
GSD:61fc05da-859e-45a7-af36-8b943a7bfbe0	seminolipid	TRUE	G72548RZ; G95090DW	6	2	Seminolipid; seminolipid			Glyceroglycolipid	SRC:CUMMINGS|Seminolipid; SRC:GLYCOMOTIF_GDV|Seminolipid; SRC:GLYCOMOTIF_GGM|Seminolipid; SRC:GSD_GLYGEN_V0|seminolipid; SRC:PUBDICT_GLYCAN_MOTIF|Seminolipid; SRC:SUGARBIND|Seminolipid			
GSD:fda9b128-bf72-4dac-8897-7a1ae4bbc58a	Sia(a2-8)Sia(a2-3)Gal	TRUE	G82775QT	1	1	Sia(a2-8)Sia(a2-3)Gal				SRC:PUBDICT_GLYCAN_MOTIF|Sia(a2-8)Sia(a2-3)Gal			
GSD:8c75b6df-877e-4b4d-800b-78b4f0309a8f	Sia2TF	TRUE		1	1	Sia2TF			Sialylated oligosaccharide (Type 1)	SRC:BIOOLIGO|Sia2TF			
GSD:57f2b53e-e27a-4a5b-ad31-4ad1c574406b	Sialic Acid	TRUE	G81533KY	1	1	Sialic Acid				SRC:PUBDICT_GLYCAN_MOTIF|Sialic Acid			
GSD:b149418a-ba3f-56cb-aaef-e93051829234	sialofucosylated glycolipid	TRUE		1	1	sialofucosylated glycolipid			Glycolipid	SRC:EOG_VARKI_4E|sialofucosylated glycolipid			
GSD:85de55d3-c7bc-5196-9eb1-80795c555e3e	sialoglycan	TRUE		1	1	sialoglycan	Sia-containing glycan; sialic acid-containing glycan		Others	SRC:EOG_VARKI_4E|sialoglycan			
GSD:3b6347fa-116a-58bd-94ef-2398080b4861	sialoglycan polymer	TRUE		1	1	sialoglycan polymer			Polysaccharide	SRC:EOG_VARKI_4E|sialoglycan polymer			
GSD:b157895c-4432-56f2-b984-d30820a25a33	sialoglycolipid	TRUE		1	1	sialoglycolipid			Glycolipid	SRC:EOG_VARKI_4E|sialoglycolipid			
GSD:b7195725-a7d4-4717-afe0-2c903c708c2e	sialopentaosylceramide	TRUE	G13224CR; G96400MT	6	2	Sialopentaosylceramide; sialopentaosylceramide		A ganglioside in which the oligosaccharide portion is composed of a pentasaccharide containing one or more sialic acid residues.[CHEBI:36542]	GlycoMotif GGM motif	SRC:CUMMINGS|Sialopentaosylceramide; SRC:GLYCOMOTIF_CCRC|Sialopentaosylceramide; SRC:GLYCOMOTIF_GDV|Sialopentaosylceramide; SRC:GLYCOMOTIF_GGM|Sialopentaosylceramide; SRC:GSD_GLYGEN_V0|sialopentaosylceramide; SRC:PUBDICT_GLYCAN_MOTIF|Sialopentaosylceramide			
GSD:6580fbd2-fc40-47bb-875e-1cfbbfe285f0	sialosyl paragloboside	TRUE	G50123ZO; G01767JJ; G00065MO; G98750DB	12	5	2-3 Sialylparagloboside; 2-3 sialylparagloboside; Sialosyl paragloboside; sialosyl paragloboside; Sialosylparagloboside	S3P; NeuAca3SPG; IV3(NeuAc)nLc4Cer; Sial pg; NeuAca2-3PG; S-3-PG	α-Neup5Ac-(2→3)-β-D-Galp-(1→4)-D-GlcpNAc with β configuration at the anomeric position of the reducing-end N-acetyl-D-glucosamine residue.[CHEBI:71612]	Glycosphingolipid	SRC:CUMMINGS|Sialosyl paragloboside; SRC:GLYCOEPITOPE|2-3 Sialylparagloboside; SRC:GLYCOMOTIF_CCRC|Sialosyl paragloboside; SRC:GLYCOMOTIF_GDV|Sialosyl paragloboside; SRC:GLYCOMOTIF_GGM|Sialosyl paragloboside; SRC:GSD_GLYGEN_V0|sialosyl paragloboside; SRC:PUBDICTIONARIES-GLYCAN-IMAGE|2-3 sialylparagloboside; SRC:PUBDICT_GLYCAN_MOTIF|2-3 Sialylparagloboside; SRC:PUBDICT_GLYCAN_MOTIF|Sialosyl paragloboside; SRC:PUBDICT_GLYCAN_MOTIF|Sialosylparagloboside; SRC:PUBDICT_GLYCOSMOS|2-3 Sialylparagloboside; SRC:SUGARBIND|Sialosylparagloboside			
GSD:7498e0fb-3377-4ee2-8c37-33f0232748e8	sialyl 6-sulfo LacNAc	TRUE	G99745QX	4	2	Sialyl 6-Sulfo LacNAc; sialyl 6-sulfo LacNAc				SRC:GLYCOEPITOPE|Sialyl 6-Sulfo LacNAc; SRC:PUBDICTIONARIES-GLYCAN-IMAGE|sialyl 6-sulfo LacNAc; SRC:PUBDICT_GLYCAN_MOTIF|Sialyl 6-Sulfo LacNAc; SRC:PUBDICT_GLYCOSMOS|Sialyl 6-Sulfo LacNAc			
GSD:b9a8ac87-9c22-4564-ba02-295c1c6550cd	Sialyl Leaglycolipid	TRUE	G91326YS	3	2	Sialyl Lea glycolipid; Sialyl Leaglycolipid			GlycoMotif CCRC motif	SRC:CUMMINGS|Sialyl Leaglycolipid; SRC:GLYCOMOTIF_CCRC|Sialyl Lea glycolipid; SRC:PUBDICT_GLYCAN_MOTIF|Sialyl Lea glycolipid			
GSD:89e36335-2fea-5ef3-a3a8-559985883dad	sialyl Lewis a	TRUE	G00053MO; G50321QR; G91326YS; G81971FM; G16258KS	20	10	Sialyl Lewis a; sialyl Lewis a; Sialyl Lewis a (SLea)  (CA19-9 antigen); Sialyl Lewis a (SLea)(CA19-9 antigen); Sialyl Lewis a glycolipid; Sialyl Lewis a tetraose (SLea); sialyl-Lea; Sialyl-Lewis A; Slea; sLeA	SLea; SLe^a; Slea; sLea; sLeA; sialyl-Lea; NeuAca3-Lea; SLea) (CA19-9 antigen; CA19-9 antigen	A sialyated version of Lewis A with a branched structure of amino tetrasaccharide consisting of a sialyl residue, linked (2→3) to a galactosyl residue that in turn is linked (1→3) to a glucosaminyl residue at the reducing end, which is also carrying a fucosyl residue at the 4-position.[CHEBI:62681]	Named Functional Motif	SRC:BIOOLIGO|Sialyl Lewis a tetraose (SLea); SRC:CUMMINGS|Sialyl Lewis a; SRC:EOG_VARKI_4E|sialyl Lewis a; SRC:GLYCOEPITOPE|Sialyl Lewis a; SRC:GLYCOMOTIF_CCRC|Sialyl Lewis a; SRC:GLYCOMOTIF_GDV|Sialyl Lewis a (SLea)  (CA19-9 antigen); SRC:GLYCOMOTIF_GDV|Sialyl Lewis a glycolipid; SRC:GLYCOMOTIF_GGM|Sialyl Lewis a; SRC:GSD_GLYGEN_V0|sialyl Lewis a; SRC:PUBDICTIONARIES-GLYCAN-IMAGE|sialyl Lewis a; SRC:PUBDICT_GLYCAN_MOTIF|Sialyl Lewis a; SRC:PUBDICT_GLYCAN_MOTIF|Sialyl Lewis a (SLea)  (CA19-9 antigen); SRC:PUBDICT_GLYCAN_MOTIF|Sialyl Lewis a (SLea)(CA19-9 antigen); SRC:PUBDICT_GLYCAN_MOTIF|Sialyl Lewis a glycolipid; SRC:PUBDICT_GLYCAN_MOTIF|Slea; SRC:PUBDICT_GLYCOSMOS|Sialyl Lewis a; SRC:PUBDICT_GLYCOSMOS|sialyl-Lea; SRC:PUBDICT_MOTIF_GTC|Sialyl-Lewis A; SRC:PUBDICT_MOTIF_GTC|sLeA; SRC:SUGARBIND|Sialyl Lewis a			
GSD:0a691ed2-41ee-4a42-a1b1-848bc211ceaa	Sialyl Lewis a/x Like	TRUE	G25705KO	1	1	Sialyl Lewis a/x Like				SRC:PUBDICT_GLYCAN_MOTIF|Sialyl Lewis a/x Like			
