term_uuid	lbl	class_code	class_name	tier	method	reason	gtc_ids	n_sources
GSD:2e97c20e-d29c-4dbc-a4a9-6f5c1307d6d3	melibiose	3B	Monosaccharide or named disaccharide	3	llm	named free disaccharide	G66481II; G86123DJ	4
GSD:c983b5f3-2adc-4db8-8a25-782035454a36	nLc4	2D	Glycoform shorthand code	2	llm	upgraded from 2B: Short alphanumeric glycoform shorthand	G58896AZ	4
GSD:2c77b391-acda-47d8-8143-7858a299a67c	nLc6	2D	Glycoform shorthand code	2	llm	upgraded from 2B: Short alphanumeric glycoform shorthand	G84034JH	4
GSD:3dea9dc3-48cc-4ee9-87d0-8ecd5cd1d464	panose	X	Outside scheme	X	llm	non‑canonical trisaccharide	G44612JM	3
GSD:630edab2-70df-4281-9437-1890f9de9636	primeverose	3B	Monosaccharide or named disaccharide	3	llm	upgraded from 2B: Primeverose is a single monosaccharide.	G82276DL	3
GSD:20f8cecb-eca0-4636-8263-f286a02e69cc	rutinose	3B	Monosaccharide or named disaccharide	3	llm	named disaccharide	G68857PG	3
GSD:0232300a-a001-4f35-a1b6-f3a3deb18ed9	core 5	1A	Canonical named glycan entity	1	llm	canonical core structure	G00039MO	2
GSD:3e753d46-1782-4e9d-9f42-9dd0a5e8e884	core 6	1A	Canonical named glycan entity	1	llm	canonical core 6	G00041MO	2
GSD:49dd0450-0151-425e-99df-1c389e492835	core 7	1A	Canonical named glycan entity	1	llm	canonical core structure	G00043MO	2
GSD:8c9bf9d6-a030-4eeb-9642-3aca39662ac3	GD1 alpha pentasaccharide	1A	Canonical named glycan entity	1	llm	canonical ganglioside GD1	G45714BQ; G07394RV	4
GSD:a24b8a0e-617b-4265-90da-89051f4f6d47	GD1 alpha	3A	Umbrella / glycoconjugate class	3	llm	generic ganglioside term	G07394RV	2
GSD:510a134d-1712-472b-a50e-fea8e0d434f2	2-3 sialyl-lacto-N-tetraose	2A	Linkage-specified substructure	2	regex	Explicit linkage notation present.	G21066IE	4
GSD:cebea50e-809e-4e6b-9b8b-3616fe363ba7	6,6'-sulfo LacNAc	2C	Composite descriptive phrase	2	llm	compound descriptor with sulfonation and LacNAc	G24270KX; G41392LY	7
GSD:b4515395-fede-40c9-8d37-8fdf332bd82e	acharan sulfate	2B	Single descriptor phrase	2	llm	default fallback – unclear classification	G25575JK	4
GSD:8e5f1276-7205-4834-9d26-73c598c67828	delta-heparan sulfate	1A	Canonical named glycan entity	1	llm	Heparan sulfate is a canonical GAG.	G25575JK; G17927IW	4
GSD:9d4213ac-8c01-436a-82fc-31f84645bf00	2-9,2-6 disialyllactosylceramide	2C	Composite descriptive phrase	2	llm	Composite glycoform description	G30187JM	5
GSD:2387cdad-43b9-4c41-9c47-60f66326267c	core 0	1A	Canonical named glycan entity	1	llm	upgraded from 2B: ‘Core 0’ is a canonical glycan core designation.	G57321FI	2
GSD:8014d96b-dd47-4d24-909b-ae92f36ed710	fucosyl asialo-GM1	1A	Canonical named glycan entity	1	llm	canonical ganglioside modified	G57920AK	4
GSD:e1288740-84b8-4762-980b-3f51b48d3a5f	F1 alpha	X	Outside scheme	X	llm	non‑glycan term	G61730RY; G21312EA	4
GSD:3c8e4679-d370-4858-9016-f0d288c387b3	N-glycolyl GM3	1A	Canonical named glycan entity	1	llm	Modified ganglioside GM3	G75789AR	6
GSD:c201b527-626e-42df-9712-33a3cfdfbe05	core 8	1A	Canonical named glycan entity	1	llm	upgraded from 2B: ‘Core 8’ is a canonical core nomenclature used for glycans.	G76355TG	2
GSD:3ba55485-7aec-45b4-acc6-0cde9f25ffb0	poly-N-acetylneuraminic acid	1C	Non-GAG homo/hetero-polymer	1	llm	Polymeric chain of N‑acetylneuraminic acid	G80631ZD	4
GSD:996dbe5c-9f1d-4621-91b4-40768552f7de	2-6 sialylparagloboside	2A	Linkage-specified substructure	2	regex	Explicit linkage notation present.	G83513YI	6
GSD:83b8053a-8f3f-49f5-ad14-33651663ef9a	N-glycolyl GD3	1A	Canonical named glycan entity	1	llm	canonical ganglioside GD3	G84891DZ	4
GSD:06bd9230-9660-4176-95b3-5ea150555eb8	N-acetyl GM3	1A	Canonical named glycan entity	1	llm	upgraded from 2B: 'GM3' is a canonical ganglioside name; the preceding 'N‑acetyl' merely describes a variant.	G91237TK	6
GSD:1a223014-1b0b-4155-821c-f9f69aa8b422	poly-N-glycolylneuraminic acid	3B	Monosaccharide or named disaccharide	3	llm	monosaccharide derivative	G95717TY	4
GSD:5abce0cd-a3c7-4211-9503-65b0cec1a97c	N-acetyl GD3	2C	Composite descriptive phrase	2	llm	dual descriptors – N‑acetyl plus ganglioside GD3	G98544DH	4
GSD:03913360-7c86-4ed9-a762-d8deeb917f51	Lewis y (extended) / hexasaccharide	1A	Canonical named glycan entity	1	llm	canonical Lewis Y epitope	G69030AU	4
GSD:aa9e444d-dbfb-4d59-8f3d-5fd3e35df979	O-mannosyl glycan / mammalian	3C	Association-defined glycan marker	3	llm	"contains explicit anchor ""mammalian"""	G59126YU; G41959YC	4
GSD:225a830f-cc4a-42c0-8d60-ffca23cf7ac0	O-mannosyl glycan / yeast	3A	Umbrella / glycoconjugate class	3	llm	generic O‑mannosyl glycan category	G25559RS; G63072CF	4
GSD:48cb33e8-fbc3-4bd5-a7b0-4568f69b2a46	O-fucose glycan / EGF repeat	3A	Umbrella / glycoconjugate class	3	llm	umbrella O‑fucose glycan category	G39294YF; G17931GP	4
GSD:0f1d4f50-c1ce-442d-b509-85753f1af2fa	O-fucose glycan / thrombospondin type 1 repeat	3C	Association-defined glycan marker	3	llm	Protein anchor present	G36855WW	4
GSD:279d0705-3eab-4c6f-b0bd-d34ffa4ebc51	blood group A trisaccharide	1A	Canonical named glycan entity	1	llm	canonical blood group A trisaccharide	G00066MO; G17108EX; G58507AZ; G33888AF; G48600JD; G88356HA	7
GSD:5bd9117e-6e5a-49a7-81e7-73ce5ebb17e1	blood group A type 1 (difucosyl)	1A	Canonical named glycan entity	1	llm	canonical blood group A type 1 glycan	G97501MA	9
GSD:fbf4a554-5562-42a7-9a51-4679b1b9fef7	blood group A type 2 (difucosyl)	1A	Canonical named glycan entity	1	llm	canonical blood group A type 2	G54826OZ	11
GSD:5529f60d-2731-4786-9388-ceecabb6bbee	chondroitin sulfate D	2C	Composite descriptive phrase	2	llm	Composite GAG subtype	G46732TY	5
GSD:d759395b-0e38-46fc-a58b-2515b4192c9d	beta 1-6 galactan	2A	Linkage-specified substructure	2	regex	Explicit linkage notation present.	G69386QK	4
GSD:4abab09e-59b0-4c83-aed8-d8ce7e64819b	beta 1-4 galactan	2A	Linkage-specified substructure	2	regex	Explicit linkage notation present.	G77076MY	4
GSD:8f6f737c-2e91-4f67-8d78-0b81d0bfdcdf	mixed-linkage beta glucan	1C	Non-GAG homo/hetero-polymer	1	llm	Plant polysaccharide	G46558JB	4
GSD:067fc20f-5196-4e52-8493-97120eff6a4c	blood group H disaccharide	1A	Canonical named glycan entity	1	llm	canonical blood group H disaccharide	G00068MO; G43391VM; G50899UD; G49963IQ	7
GSD:b7d754c5-bc4d-4fd3-9220-7b491f997a5a	arabinogalactan type I	1C	Non-GAG homo/hetero-polymer	1	llm	Plant polysaccharide	G98272RS	4
GSD:7498e0fb-3377-4ee2-8c37-33f0232748e8	sialyl 6-sulfo LacNAc	2C	Composite descriptive phrase	2	llm	Composite description – sialylated & sulfated LacNAc	G99745QX	4
GSD:bf4125e8-7959-4ec2-b67f-ff8d0b0c3a3f	Lewis a- Lewis X hybrid antigen	1A	Canonical named glycan entity	1	llm	canonical Lewis antigen	G07357YR; G74578MX	5
GSD:d6eea297-7840-4efe-89df-52e5ddab9fb4	Neu5Gc(a2-3)Gal / monosialoganglioside	2C	Composite descriptive phrase	2	llm	Composite ganglioside description	G53517XC	4
GSD:586e36e8-3c9a-4fca-951f-65c34a7ddd08	dimeric Lewis a	1A	Canonical named glycan entity	1	llm	canonical Lewis a epitope	G21808VY; G06148DR; G82106UN	10
GSD:7a12fbed-8d5b-4843-a42a-fe3d68618294	disialyl Lewis c	1A	Canonical named glycan entity	1	llm	canonical Lewis epitope	G14000ZZ	4
GSD:6065c033-b855-4854-9681-32799c3d2bc6	sialyl Lewis c	1A	Canonical named glycan entity	1	llm	canonical sialyl Lewis C epitope	G46776WR	7
GSD:91dd3f7a-c0ee-40d4-b499-630f1967b1ed	2-6 sialyl i-Lewis x	2A	Linkage-specified substructure	2	regex	Explicit linkage notation present.	G93855LZ	5
GSD:fe41c176-a401-474a-ad78-3d673587de95	arabinogalactan type II	1C	Non-GAG homo/hetero-polymer	1	llm	Plant polysaccharide	G12828SG	4
GSD:9e04b3e9-01f0-4809-8f77-6637925b4d40	internal Lewis x	1A	Canonical named glycan entity	1	llm	canonical Lewis x epitope	G64227KZ	4
GSD:416c0ecc-e4db-48d3-a1dc-b960ae6cd923	6-sulfo Lewis x	1A	Canonical named glycan entity	1	llm	canonical Lewis epitope	G89307GT	5
GSD:a6c8cb4a-f684-48be-a06e-86fa493b2d87	β-linked lactose	3B	Monosaccharide or named disaccharide	3	llm	named free disaccharide	G84224TW	1
GSD:72a2b19d-9040-476b-86e5-091557249774	O-GlcNAc	3B	Monosaccharide or named disaccharide	3	llm	upgraded from 2B: Single monosaccharide name	G49108TO; G89565QL	3
GSD:39e7e2f5-e7d7-46b9-ae09-650bbcb231f8	3'-Sulfo Lewis x	1A	Canonical named glycan entity	1	llm	canonical Lewis epitope	G51907PX; G12295TB; G26555CS	5
GSD:af3681c1-eef5-4c2d-bff6-c0c65253a595	VIM-2	2D	Glycoform shorthand code	2	llm	upgraded from 2B: non‑glycan term	G01296LJ; G00065MO; G22418PV	7
GSD:8fa68b71-72f5-4f94-b404-18b896eb44e3	C-Series Gangliosides Oligosaccharide / Gangliotetraosyl Core Structure	3A	Umbrella / glycoconjugate class	3	llm	umbrella ganglioside category	G78818SP	3
GSD:d160ad45-8954-4071-9c42-9b078b99c191	GD2	1A	Canonical named glycan entity	1	llm	canonical ganglioside GD2	G02657AK	6
GSD:b9ba8127-ee6e-4795-bea3-3f86ac27524b	Gb3	1A	Canonical named glycan entity	1	llm	canonical globo-series glycan	G00059MO	3
GSD:55a4bb4b-b87a-4b5d-a596-52f20e763215	Galactosylceramide	3A	Umbrella / glycoconjugate class	3	llm	belongs to glycosphingolipids umbrella	G65889KE	4
GSD:3d662cb0-4335-4119-a2af-521d03812d11	Poly-KDN	3B	Monosaccharide or named disaccharide	3	llm	monosaccharide name		1
GSD:928e2a67-7f64-4258-b5ce-d6b5eb5908ce	Neu5Ac(a2-3)Gal / Monosialoganglioside	3A	Umbrella / glycoconjugate class	3	llm	Broader ganglioside class	G30207PZ; G77824XV	2
GSD:22d831bc-de3e-4c57-969d-4ab430096ba2	Neu5Ac(a2-3)Gal(b1-4)Glc	2A	Linkage-specified substructure	2	llm	upgraded from 2B: contains explicit linkage notation		1
GSD:31dae23b-5c21-4dd9-948a-99ebb0946a24	Neu5Ac(a2-8)Neu5Gc(a2-3)Gal	2A	Linkage-specified substructure	2	llm	upgraded from 2B: contains explicit linkage notations		1
GSD:2f501f5f-af30-41aa-b2d6-8fd844a33b80	Neu5Gc(a2-8)Neu5Ac(a2-3)Gal	2A	Linkage-specified substructure	2	llm	upgraded from 2B: contains explicit linkage notations		1
GSD:4c7513b8-9a15-4839-8041-2df9eb3af5b1	Neu5Ac(a2-8)Neu5Ac(a2-3)Gal(b1-4)Glc	2A	Linkage-specified substructure	2	llm	upgraded from 2B: contains explicit linkage notation	G81928IQ	3
GSD:2cdbf1a8-88b2-43eb-a50b-c9429b250151	Neu5Ac(a2-8)Neu5Gc(a2-3)Gal(b1-4)Glc	2A	Linkage-specified substructure	2	llm	upgraded from 2B: contains explicit linkage notation		1
GSD:2a5ebce3-e5dd-4462-bfd9-b516beeff136	Neu5Ac(a2-3)Gal(b1-3)GalNAc	2A	Linkage-specified substructure	2	llm	upgraded from 2B: contains explicit linkage notations		1
GSD:3f9ba86a-adb1-418c-92fd-6ff0689a13c1	2-6 Sialyl-LacNAc-Gal	2A	Linkage-specified substructure	2	regex	Explicit linkage notation present.	G03509EL	3
GSD:337b5fb8-3f75-43a1-855f-d2a6af376d9a	Gangliotriaosylceramide	3A	Umbrella / glycoconjugate class	3	llm	belongs to ganglioside family	G90562PB	2
GSD:d76493e6-6bce-476f-8af2-ef5580c82df3	Unnamed	3B	Monosaccharide or named disaccharide	3	llm	upgraded from 2B: term does not match known glycan patterns	G74621DY; G78436BB; G54721WC; G57710SU; G51699SI; G87315SO; G60859DF; G04616ST; G51331BY; G39064VB; G03499BP; G61298NX; G33224VN; G67988RO; G32969VW; G56299XO; G70323CJ; G07982RO; G78260AJ; G04165ZA; G03777BI; G08079IN; G30207PZ; G55153IW; G87245HS; G44345UH; G29313LW; G41709CA; G87727XV; G00407UJ; G65889KE; G00059MO; G91649BT; G12460DL; G02880JU; G39011KA; G55205ZV; G06000DZ; G23581GL; G65191ST; G48236KP	1
GSD:f408d7f0-de85-4b22-8343-4bc3debf1e66	Galactose	3B	Monosaccharide or named disaccharide	3	llm	monosaccharide noun	G68158BT; G65889KE	3
GSD:4aa3b6ac-d6cd-4245-a761-a9e4e0ea0614	Gal	3B	Monosaccharide or named disaccharide	3	llm	monosaccharide	G99053DY	2
GSD:08aed05d-6578-4fdd-85ee-6f567e0dda59	Leukosialin	3C	Association-defined glycan marker	3	llm	3C recall upgrade: The term refers to a specific protein (leukosialin/Sialoadhesin), which qualifies it as a 3C glycanset.	G78436BB; G50850NI	4
GSD:efde0077-3b30-4049-908a-06fca5baa212	Trisialogangliotetraosylceramide	3A	Umbrella / glycoconjugate class	3	llm	generic ganglioside family	G40183QN	2
GSD:13ee9c79-df90-4832-a104-ad8a54b4d72c	N-acetylneuraminic acid	3B	Monosaccharide or named disaccharide	3	llm	monosaccharide	G81533KY; G50850NI	3
GSD:6f476676-ab05-411e-9f9a-eaa2f04848db	N-acetylgalactosamine	3B	Monosaccharide or named disaccharide	3	llm	monosaccharide	G27025MB	1
GSD:87e77fa6-a0eb-4fee-b7cf-71c69720ac34	Sialyl-3-lactose	2A	Linkage-specified substructure	2	llm	upgraded from 2B: Contains explicit linkage information (-3).	G91237TK; G56516VH	2
GSD:6665fe0e-6633-4e77-a508-85e908534d5f	Sai2-3Gal	3B	Monosaccharide or named disaccharide	3	llm	Disaccharide-like structure	G77824XV; G30207PZ	1
GSD:e09f7934-a530-4b77-848e-e5918df21a5c	Disialylactose	3B	Monosaccharide or named disaccharide	3	llm	named disaccharide	G97569KL	2
GSD:41a3f071-d24c-4ecc-a57f-7f2f6bd657b2	Mannose	3B	Monosaccharide or named disaccharide	3	llm	monosaccharide	G70323CJ	2
GSD:8650a496-9314-42b5-a84e-bd68005d3865	B7 type 1	2B	Single descriptor phrase	2	llm	default fallback	G22689CV; G63238VS; G60395SO; G94938PL; G89208KM	7
GSD:d661dded-24a3-4e3b-b8a5-2c9cd4713fb5	A8 type 1	2C	Composite descriptive phrase	2	llm	upgraded from 2B: contains two descriptors ('A8' and 'type 1')	G04715SK	1
GSD:04c4980a-8dc5-446b-bfee-99092d8d857d	A6 type 1	2C	Composite descriptive phrase	2	llm	Composite description – two descriptors present.	G82858KU	1
GSD:0e8b1035-397d-4224-9b6c-8f3d3ff9048a	Glycoprotein 2	3A	Umbrella / glycoconjugate class	3	llm	generic glycoprotein term	G65507FU	1
GSD:2acff01f-299c-41a8-932d-1e99329fe5a7	Glycoprotein 1	X	Outside scheme	X	llm	generic glycoprotein term	G00711NG	1
GSD:11f0ce27-07a6-4693-a6b4-8f1ba4bc454c	Glycoprotein 3	3A	Umbrella / glycoconjugate class	3	llm	generic glycoprotein category	G76297JC	1
GSD:14d2f9b8-7b33-4fee-96bc-056607c4ae1d	N-acetylglucosamine	3B	Monosaccharide or named disaccharide	3	llm	monosaccharide noun	G64581RP	1
GSD:6fde25d3-e31e-4303-ab3a-2ca3882a3d32	Globo-H	1A	Canonical named glycan entity	1	llm	Known glycan antigen	G98465JN; G83120FP	8
GSD:7dac5cc6-d727-45e0-afdf-cbafa04d7a0a	Globo-A	1A	Canonical named glycan entity	1	llm	named globo-series lipid	G37830TX	1
GSD:6163ee00-2e73-4298-9acd-70d2cdc05c49	Mannotriose	3B	Monosaccharide or named disaccharide	3	llm	upgraded from 2B: named free trisaccharide	G17780OR; G47395XN; G28528AG	2
GSD:327d81f2-ad01-4696-8dbe-0d53ef86a1bd	NeuGc-GM2	1A	Canonical named glycan entity	1	llm	canonical ganglioside GM2	G56478LD	1
GSD:70e33abf-b5a9-49ec-8e9b-852ae250f059	Tetraosylceramide	1A	Canonical named glycan entity	1	llm	Known globo-series glycolipid	G95034OI	7
GSD:f41be57a-2469-4028-b5d6-6fcc9a63812d	Hexaosylceramide	3A	Umbrella / glycoconjugate class	3	llm	Specific glycosphingolipid	G83212YI	1
GSD:f582329a-549c-4b57-88d2-a51aafe4f271	Fucose	3B	Monosaccharide or named disaccharide	3	llm	monosaccharide noun	G82576YO	2
GSD:d8e3208f-7725-4ad7-af34-65e36b6cacd2	GL-II	2D	Glycoform shorthand code	2	llm	upgraded from 2B: Short alphanumeric glycoform-like label	G62971NJ	1
GSD:4a29e38e-62f9-4e28-bd2f-9eb0eb09869a	II3Neu5GcGg4Cer, GM1	1A	Canonical named glycan entity	1	llm	canonical ganglioside GM1	G24034CH	1
GSD:25d725aa-2241-4c42-8e81-ce98f4ebb942	Antigen A	1A	Canonical named glycan entity	1	llm	canonical ABO blood group A antigen	G58507AZ; G55958KV; G71832QJ	6
GSD:af9c25fd-50f3-40e8-885f-22f1389d2ef8	G9-B	2D	Glycoform shorthand code	2	llm	shorthand glycoform code	G08855PJ	1
GSD:d9f72ae6-e27f-4cd6-8bb0-a033813a581d	Sialyl Lewis x Lewis x	1A	Canonical named glycan entity	1	llm	canonical Lewis x epitope	G45215IJ	1
GSD:673d5e9a-4ae1-4402-99b8-467e48f56fb1	I-active ganglioside	2B	Single descriptor phrase	2	llm	descriptor + noun	G03067VG; G28566CQ; G16194TN	2
GSD:3e25cb4b-6057-4270-ab06-6f12f5d4191c	NeuAca3-nLc8	2A	Linkage-specified substructure	2	llm	upgraded from 2B: contains explicit linkage annotation	G26036PN	1
GSD:7872d6ff-49c2-4358-85b4-1d3799f6a153	Fuc-gangliotetraosylceramide	1A	Canonical named glycan entity	1	llm	canonical ganglioside GB4	G57920AK	2
GSD:f9f7af2d-04fe-4209-af56-69d98694f928	Sulf-gangliotetraosyl ceramide	3A	Umbrella / glycoconjugate class	3	llm	General ganglioside category	G96614JE; G57796RK; G59736KH; G96596OC	6
GSD:a0cd115f-d182-4ddd-9edf-234242a5b000	Sialyllactotetraosylceramide	1A	Canonical named glycan entity	1	llm	canonical glycan entity	G72692DY; G79536OW	1
GSD:03fd9689-0623-4acf-8c75-ccd1e06138f7	LSTa	1A	Canonical named glycan entity	1	llm	canonical glycan name	G21066IE	1
GSD:0e8f317a-909f-481c-b11b-0001fdb1c449	LSTc	1A	Canonical named glycan entity	1	llm	upgraded from 2B: ‘LSTc’ is a recognized canonical glycoconjugate/ganglio‑type abbreviation rather than a plain descriptor.	G21938SG	1
GSD:14ba2f9a-068b-4e26-9805-d9bcb1307f12	Sulfated sialyl-3-N-acetyllactosamine	2C	Composite descriptive phrase	2	llm	multiple descriptors – sulfated plus sialyl‑3‑N‑acetyl­lactosamine	G99745QX	2
GSD:6718767a-93d5-477b-b77b-f36b69590ab7	6′-sialyl-N-acetyllactosamine	2C	Composite descriptive phrase	2	llm	upgraded from 2B: contains two descriptors – ‘sialyl’ and ‘N‑acetyl­lactosamine’, making it a composite rather than a simple single‐descriptor term	G09376MR	2
GSD:174f42e2-d764-4ed9-85f2-f46283d72e20	6-sulfo sialyl Lewis c	1A	Canonical named glycan entity	1	llm	canonical Lewis epitope	G93779QZ	2
GSD:9b3abd48-1969-40e9-94b7-a274c2c3e584	A-galactosylparagloboside	2B	Single descriptor phrase	2	llm	generic descriptor only	G60645OK	2
GSD:eb1b3337-fdf5-4c30-94e2-00a567ba7151	A type 1 A Lewis b	1A	Canonical named glycan entity	1	llm	canonical Lewis B epitope	G12068BR	2
GSD:0647c7b9-bf1f-4a3e-b65d-47879fc5e7ff	NeuGca2-3I	3B	Monosaccharide or named disaccharide	3	llm	monosaccharide-like term	G72494BI; G53517XC	2
GSD:bcffd0e9-2bd8-4763-aa95-0391397f2ce5	NeuAca2-6I	3B	Monosaccharide or named disaccharide	3	llm	Standalone modified monosaccharide	G37563FN	1
GSD:647869e8-4cab-4737-a419-d9865a7efd3f	LNFP II	1A	Canonical named glycan entity	1	llm	canonical named glycan	G98173LG	1
GSD:eca31f4d-e5dd-4c3e-b841-1d9bbf4f7947	Lacto-N-fucopentose	1A	Canonical named glycan entity	1	llm	upgraded from 2B: The term represents a specific named oligosaccharide rather than a generic descriptor.	G98173LG	1
GSD:102c8571-7a47-45a8-9237-8b37da4448c4	Sialyllacto-N-neotetraose	2C	Composite descriptive phrase	2	llm	multiple descriptors combined	G72506RN	2
GSD:2e12fd00-9fe3-4169-a058-bd25321cb9fc	2′-fluorine-3′-sialyl-N-acetyllactosamine	2C	Composite descriptive phrase	2	llm	multiple modifiers on lactosamine	G47812NS; G62593IS	2
GSD:08ae8d1d-be95-43af-8afe-5519207b62be	Gg4Cer II3-sulfate	3A	Umbrella / glycoconjugate class	3	llm	generic glycolipid family	G59508TM	2
GSD:75e78000-a05e-4f0f-8d44-06fb7e7669d3	Sialyllacto-N-tetraose b	2C	Composite descriptive phrase	2	llm	upgraded from 2B: contains more than one descriptive element ('sialyllacto' and 'tetraose')	G32417JV	3
GSD:36ef20d5-18c2-45a7-8ca9-813606f7d2ae	NA2F	2D	Glycoform shorthand code	2	regex	Glycoform shorthand code.	G00998NI	1
GSD:20f2bd49-e5ec-499a-9de5-b3f3ae2b335d	Glucose	3B	Monosaccharide or named disaccharide	3	llm	monosaccharide noun	G15021LG	2
GSD:77987280-c657-41dd-88bd-6a48a01f64ed	Blood group A antigen hexaose type 2	3C	Association-defined glycan marker	3	llm	contains explicit blood group antigen reference		1
GSD:bcb45aa3-6778-4ead-8f4f-a85d57959302	Blood group A antigen pentaose type 2	1A	Canonical named glycan entity	1	llm	canonical blood group A antigen		2
GSD:3e659504-2013-46d4-89fb-2cffa62f4c4d	Blood group A antigen pentaose type 4	3C	Association-defined glycan marker	3	llm	contains explicit blood group antigen reference		1
GSD:38d06d2e-9a69-4b8a-b9f2-9cc076e213e9	Blood group A antigen tetraose type 5	3C	Association-defined glycan marker	3	llm	contains explicit blood group antigen reference		1
GSD:92d6743e-53ec-46e0-8126-127ff6164188	Blood group B antigen hexaose type 1	1A	Canonical named glycan entity	1	llm	canonical blood group B antigen		1
GSD:2d4fc6a1-624f-4406-89e4-12a64b311a74	Blood group B antigen hexaose type 2	3C	Association-defined glycan marker	3	llm	"contains explicit anchor ""Blood group B"""		1
GSD:964446eb-2eb5-4ee5-b3de-925ea13422b7	Blood group B antigen pentaose type 2	1A	Canonical named glycan entity	1	llm	canonical blood group B antigen		1
GSD:5a9f85f8-be30-420b-b83f-41598bd58f81	Blood group B antigen tetraose type 2	1A	Canonical named glycan entity	1	llm	canonical blood group B antigen		4
GSD:903953c4-39f9-458a-b076-31fd78b872e0	Blood group B antigen tetraose type 5	1A	Canonical named glycan entity	1	llm	canonical blood group B antigen		2
GSD:ec803b52-3ea8-408a-a755-d83b137d46ab	Blood group B antigen triose	1A	Canonical named glycan entity	1	llm	canonical blood group B antigen		1
GSD:25f4858c-57b2-45ba-a699-5d0c5850faee	Blood group B Lewis Y antigen pentaose type2	3C	Association-defined glycan marker	3	llm	"contains explicit anchor ""Blood group B"""		1
GSD:aeba4e82-f61e-4aa5-81d5-84fb4d69e9aa	Blood group H antigen tetraose type 2	1A	Canonical named glycan entity	1	llm	canonical blood group H antigen		1
GSD:d291f494-6ab0-41e6-9515-0b5b642cf245	Blood group H antigen triaose type 2	1A	Canonical named glycan entity	1	llm	canonical ABH blood group epitope		1
GSD:7c73812d-0a4f-4423-a915-7aabcc9c96b3	Blood group H antigen triose type 1	1A	Canonical named glycan entity	1	llm	canonical blood group H antigen		1
GSD:740f694c-a992-496e-80e6-e944c2f12b6e	Blood group H antigen triose type 4	1A	Canonical named glycan entity	1	llm	canonical blood group H antigen		1
GSD:64e58b0c-a794-42f5-a392-c44d7c263818	Blood group H antigen triose type 5	1A	Canonical named glycan entity	1	llm	canonical blood group H antigen		2
GSD:6987bd31-0e4b-46ad-90d9-b3ed4f22c953	Blood group H antigen triose type 6	1A	Canonical named glycan entity	1	llm	canonical blood group H antigen		1
GSD:3b82d0df-621c-4e14-a570-612aa33af66b	Lacto-N-fucopentaose I	1A	Canonical named glycan entity	1	llm	canonical lacto-series glycan		2
GSD:4b0dafbe-1e66-43fa-a92a-9699d8b6844e	LNT-2	2D	Glycoform shorthand code	2	llm	upgraded from 2B: Short alphanumeric glycoform shorthand		3
GSD:fd46db6e-bd64-48ef-8906-d30b288155b8	Blood group H antigen tetraose type 4 (Globo H tetraose)	3A	Umbrella / glycoconjugate class	3	llm	umbrella globo‑series		1
GSD:4bbbb825-bdb3-4fea-b172-f657d0450f8a	a2-3 Neu5Ac on Core 1	1A	Canonical named glycan entity	1	llm	canonical core structure		1
GSD:6b5a41e2-50f2-45b9-bc9e-a0b2e5c5e2ce	Lacto-N-triose	3B	Monosaccharide or named disaccharide	3	llm	upgraded from 2B: named free trisaccharide		1
GSD:9901da1c-a374-4bf7-8e2c-728dbcc2fb94	a-Galactose on Core 2	1A	Canonical named glycan entity	1	llm	"upgraded from 2B: Contains canonical core designation ""Core 2"" combined with an additional descriptor"		1
GSD:6fb007a2-f890-400f-9e78-f7c960dc175b	b-galactosylated Core 2	2C	Composite descriptive phrase	2	llm	descriptor+core composite		1
GSD:d6aa2e1a-308e-4a14-86d1-eae7677e50d2	disialyl Core 2	1A	Canonical named glycan entity	1	llm	Modified canonical Core 2	G54937EM	4
GSD:93980f57-6c56-4826-997f-414a764c1da5	disialyl Core 2 with sLex on Core 2	1A	Canonical named glycan entity	1	llm	Modified Core 2 variant		1
GSD:b9668bf4-d18f-4a53-a24a-54a733133fb5	Lacto-N-neooctaose	3A	Umbrella / glycoconjugate class	3	llm	belongs to lacto‑series family		1
GSD:3426f337-edec-45b1-8bc8-7e8640fb4597	LN3 Type 2 [I antigen]	1A	Canonical named glycan entity	1	llm	canonical I antigen		1
GSD:196b3f22-cd8a-4073-b5eb-667d615db2b4	Para-Lacto-N-neohexaose	2B	Single descriptor phrase	2	llm	generic oligosaccharide name		1
GSD:a0eaef32-7922-4a41-b960-4810c6b2d05e	SLex on Core 2	2C	Composite descriptive phrase	2	llm	multiple descriptors	G71121NN; G97345NY	7
GSD:bbb7e862-eb5f-4ab7-ad5e-cfd01b50c91c	Fuc-(GlcNAc-Man-(Gal-GlcNAc-Man)-Man-GlcNAc)-GlcNAc	2B	Single descriptor phrase	2	llm	generic glycan string, no other category matches		1
GSD:d7316ec4-0960-4c17-b2e5-a9fa6a480bf3	3S-Gal-4(Fuc)-GlcNAc	2C	Composite descriptive phrase	2	llm	multiple descriptors in one phrase		1
GSD:9075a10c-910e-473a-ae54-61eab188eb86	a-3Galactosyl-3Fucosyllactose	2A	Linkage-specified substructure	2	llm	upgraded from 2B: Contains explicit linkage notation ('a‑3')		1
GSD:15b5dd18-7ada-4455-b32d-b70db42175c5	a-4Galactosyl-3Fucosyllactose	2A	Linkage-specified substructure	2	llm	upgraded from 2B: contains explicit linkage notation		1
GSD:1bff85f7-d1e7-4531-b5b5-63a980aeb28a	3-Fucosylated Blood group A tetraose	3C	Association-defined glycan marker	3	llm	"contains explicit anchor ""Blood group A"""		1
